Month,Year,Region,TypeOrganic,TypeConventional,PriceRange,AvgRainfall(Current),AvgRainfall(-6mo),AvgRainfall(-3mo),AvgRainfall(-1mo)
1,2017,LosAngeles,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
2,2017,SouthCentral,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
5,2016,PhoenixTucson,0,1,cheap,0.265238095,0.38875,0.7652,0.599166667
6,2015,Houston,0,1,v_cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
2,2016,Southeast,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
6,2016,PhoenixTucson,0,1,cheap,0.002916667,1.218333333,3.2804,0.265238095
11,2015,PhoenixTucson,0,1,cheap,1.218333333,0.991666667,0.016666667,0.38875
3,2017,Atlanta,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
1,2016,PhoenixTucson,0,1,cheap,5.358,0.13608695699999998,0.903913043,1.218333333
6,2016,Boise,0,1,v_cheap,0.002916667,1.218333333,3.2804,0.265238095
5,2016,NewOrleansMobile,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
2,2015,PhoenixTucson,0,1,cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
5,2016,Boise,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
2,2016,Denver,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
12,2016,Houston,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
12,2016,PhoenixTucson,0,1,cheap,4.515833333,0.002916667,0.08458333300000001,1.6
1,2017,PhoenixTucson,0,1,cheap,10.29916667,0.002916667,0.08458333300000001,1.6
2,2017,SanDiego,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
5,2016,Boise,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
3,2017,CincinnatiDayton,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
2,2017,LosAngeles,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
12,2016,PhoenixTucson,0,1,cheap,4.515833333,0.002916667,0.08458333300000001,1.6
8,2016,PhoenixTucson,0,1,cheap,0.00375,0.7652,0.265238095,0.004583333
3,2016,PhoenixTucson,0,1,cheap,3.2804,0.016666667,1.218333333,0.7652
2,2017,Atlanta,1,0,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
12,2016,CincinnatiDayton,1,0,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
12,2017,PhoenixTucson,0,1,cheap,0.05,0.018695652,0.1768,0.4876
2,2015,PhoenixTucson,0,1,cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
2,2017,CincinnatiDayton,1,0,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
1,2017,CincinnatiDayton,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
1,2017,SouthCentral,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
1,2016,LosAngeles,0,1,v_cheap,5.358,0.13608695699999998,0.903913043,1.218333333
9,2016,PhoenixTucson,0,1,cheap,0.08458333300000001,3.2804,0.002916667,0.00375
2,2018,PhoenixTucson,0,1,cheap,0.356153846,0.0544,0.044166667,3.154230769
5,2016,LosAngeles,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
1,2016,PhoenixTucson,0,1,cheap,5.358,0.13608695699999998,0.903913043,1.218333333
2,2016,DallasFtWorth,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2017,DallasFtWorth,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
6,2015,DallasFtWorth,0,1,v_cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
1,2017,SanDiego,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
3,2017,Louisville,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
2,2017,CincinnatiDayton,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2017,CincinnatiDayton,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
1,2015,PhoenixTucson,0,1,cheap,0.783461538,0.000833333,0.128076923,1.1216
10,2015,PhoenixTucson,0,1,cheap,0.38875,0.65375,0.8845833329999999,0.903913043
5,2017,PhoenixTucson,0,1,cheap,0.5428,1.3620833330000002,8.018947368,0.8236
5,2016,Houston,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
2,2017,WestTexNewMexico,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
4,2017,PhoenixTucson,0,1,cheap,0.8236,0.08458333300000001,10.29916667,1.1664
5,2016,Boise,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
3,2017,PhoenixTucson,0,1,cheap,1.1664,0.00375,1.6,8.018947368
2,2017,PhoenixTucson,0,1,cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2016,LosAngeles,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
4,2016,DallasFtWorth,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
4,2016,Boise,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
2,2017,Detroit,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2018,SouthCentral,0,1,v_cheap,0.356153846,0.0544,0.044166667,3.154230769
1,2016,SanDiego,0,1,v_cheap,5.358,0.13608695699999998,0.903913043,1.218333333
3,2017,Detroit,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
12,2015,PhoenixTucson,0,1,cheap,2.0152,0.13608695699999998,0.903913043,1.218333333
1,2016,Denver,0,1,v_cheap,5.358,0.13608695699999998,0.903913043,1.218333333
4,2015,PhoenixTucson,0,1,cheap,0.65375,0.128076923,0.783461538,0.6859999999999999
3,2016,Denver,1,0,v_cheap,3.2804,0.016666667,1.218333333,0.7652
8,2015,PhoenixTucson,0,1,cheap,0.016666667,1.4056,0.991666667,0.8845833329999999
2,2017,Columbus,1,0,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2017,Nashville,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
12,2015,LosAngeles,0,1,v_cheap,2.0152,0.13608695699999998,0.903913043,1.218333333
2,2017,West,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2017,Nashville,1,0,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2016,Houston,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
5,2015,PhoenixTucson,0,1,cheap,0.991666667,0.34600000000000003,1.4056,0.65375
5,2015,PhoenixTucson,0,1,cheap,0.991666667,0.34600000000000003,1.4056,0.65375
4,2017,PhoenixTucson,0,1,cheap,0.8236,0.08458333300000001,10.29916667,1.1664
2,2017,PhoenixTucson,0,1,cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
4,2016,Houston,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
3,2017,PhoenixTucson,0,1,cheap,1.1664,0.00375,1.6,8.018947368
1,2017,WestTexNewMexico,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
3,2015,DallasFtWorth,0,1,v_cheap,0.6859999999999999,0.13608695699999998,1.1216,1.4056
2,2017,Houston,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2018,Detroit,0,1,v_cheap,0.356153846,0.0544,0.044166667,3.154230769
2,2015,DallasFtWorth,0,1,v_cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
2,2018,DallasFtWorth,0,1,v_cheap,0.356153846,0.0544,0.044166667,3.154230769
1,2015,PhoenixTucson,0,1,cheap,0.783461538,0.000833333,0.128076923,1.1216
2,2018,Houston,0,1,v_cheap,0.356153846,0.0544,0.044166667,3.154230769
12,2016,PhoenixTucson,0,1,cheap,4.515833333,0.002916667,0.08458333300000001,1.6
6,2016,Boise,0,1,v_cheap,0.002916667,1.218333333,3.2804,0.265238095
6,2016,PhoenixTucson,0,1,cheap,0.002916667,1.218333333,3.2804,0.265238095
12,2015,SanDiego,0,1,v_cheap,2.0152,0.13608695699999998,0.903913043,1.218333333
2,2017,Nashville,1,0,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2016,PhoenixTucson,0,1,cheap,0.7652,0.8845833329999999,0.38875,5.358
4,2016,Boise,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
2,2017,California,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
4,2017,Houston,0,1,v_cheap,0.8236,0.08458333300000001,10.29916667,1.1664
5,2016,Houston,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
5,2016,Houston,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
1,2017,SouthCentral,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
5,2016,Atlanta,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
10,2016,Nashville,1,0,v_cheap,1.3620833330000002,0.599166667,0.004583333,0.08458333300000001
6,2017,PhoenixTucson,0,1,cheap,0.018695652,1.6,1.1664,0.5428
2,2017,SouthCentral,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
5,2015,DallasFtWorth,0,1,v_cheap,0.991666667,0.34600000000000003,1.4056,0.65375
1,2018,PhoenixTucson,0,1,cheap,3.154230769,0.018695652,0.1768,0.4876
1,2016,StLouis,1,0,v_cheap,5.358,0.13608695699999998,0.903913043,1.218333333
12,2016,Portland,1,0,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
2,2017,Portland,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
5,2016,Jacksonville,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
2,2017,Nashville,1,0,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2016,WestTexNewMexico,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2017,Nashville,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
3,2017,Portland,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
5,2016,PhoenixTucson,0,1,cheap,0.265238095,0.38875,0.7652,0.599166667
6,2015,WestTexNewMexico,0,1,v_cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
1,2017,DallasFtWorth,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
3,2017,PhoenixTucson,0,1,cheap,1.1664,0.00375,1.6,8.018947368
1,2017,Houston,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
2,2015,DallasFtWorth,0,1,v_cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
5,2016,SanDiego,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
2,2018,Houston,0,1,v_cheap,0.356153846,0.0544,0.044166667,3.154230769
4,2016,DallasFtWorth,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
2,2016,SouthCarolina,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
1,2017,CincinnatiDayton,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
8,2016,PhoenixTucson,0,1,cheap,0.00375,0.7652,0.265238095,0.004583333
5,2016,Houston,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
4,2016,DallasFtWorth,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
2,2017,Columbus,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
6,2015,SouthCentral,0,1,v_cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
5,2017,PhoenixTucson,0,1,cheap,0.5428,1.3620833330000002,8.018947368,0.8236
6,2016,Boise,0,1,v_cheap,0.002916667,1.218333333,3.2804,0.265238095
4,2016,StLouis,1,0,v_cheap,0.599166667,0.903913043,5.358,3.2804
12,2016,DallasFtWorth,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
12,2016,DallasFtWorth,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
12,2016,DallasFtWorth,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
2,2016,West,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2016,Houston,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
4,2016,Houston,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
4,2016,Portland,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
3,2017,Roanoke,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
2,2016,Denver,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2016,SouthCentral,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2016,WestTexNewMexico,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
7,2016,Boise,0,1,v_cheap,0.004583333,5.358,0.599166667,0.002916667
6,2015,WestTexNewMexico,0,1,v_cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
2,2016,WestTexNewMexico,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
11,2016,PhoenixTucson,0,1,cheap,1.6,0.265238095,0.00375,1.3620833330000002
2,2016,SouthCentral,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2017,SouthCentral,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2017,SanDiego,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
4,2017,Houston,0,1,v_cheap,0.8236,0.08458333300000001,10.29916667,1.1664
3,2015,PhoenixTucson,0,1,cheap,0.6859999999999999,0.13608695699999998,1.1216,1.4056
5,2016,WestTexNewMexico,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
3,2016,WestTexNewMexico,0,1,v_cheap,3.2804,0.016666667,1.218333333,0.7652
3,2017,Seattle,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
12,2016,Portland,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
1,2017,Houston,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
5,2016,Denver,1,0,v_cheap,0.265238095,0.38875,0.7652,0.599166667
4,2016,SouthCentral,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
2,2015,Houston,0,1,v_cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
2,2017,CincinnatiDayton,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2017,Portland,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
2,2017,Chicago,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
6,2016,Boise,0,1,v_cheap,0.002916667,1.218333333,3.2804,0.265238095
6,2015,PhoenixTucson,0,1,cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
4,2016,DallasFtWorth,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
5,2015,WestTexNewMexico,0,1,v_cheap,0.991666667,0.34600000000000003,1.4056,0.65375
1,2017,DallasFtWorth,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
2,2018,SouthCentral,0,1,v_cheap,0.356153846,0.0544,0.044166667,3.154230769
4,2017,PhoenixTucson,0,1,cheap,0.8236,0.08458333300000001,10.29916667,1.1664
1,2017,DallasFtWorth,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
12,2017,PhoenixTucson,0,1,cheap,0.05,0.018695652,0.1768,0.4876
4,2016,Houston,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
2,2016,California,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
2,2017,DallasFtWorth,0,1,v_cheap,8.018947368,0.004583333,1.3620833330000002,10.29916667
3,2017,Detroit,1,0,v_cheap,1.1664,0.00375,1.6,8.018947368
7,2015,PhoenixTucson,0,1,cheap,0.8845833329999999,0.783461538,0.65375,0.13608695699999998
4,2015,WestTexNewMexico,0,1,v_cheap,0.65375,0.128076923,0.783461538,0.6859999999999999
3,2018,SouthCentral,0,1,v_cheap,5.1216,0.118,0.4876,0.356153846
12,2016,CincinnatiDayton,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
7,2017,Portland,0,1,v_cheap,0.0544,10.29916667,0.8236,0.018695652
5,2016,DallasFtWorth,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
6,2017,PhoenixTucson,0,1,cheap,0.018695652,1.6,1.1664,0.5428
9,2015,PhoenixTucson,0,1,cheap,0.903913043,0.6859999999999999,0.13608695699999998,0.016666667
5,2016,SouthCentral,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
5,2016,Columbus,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
12,2016,Houston,0,1,v_cheap,4.515833333,0.002916667,0.08458333300000001,1.6
3,2016,Portland,0,1,v_cheap,3.2804,0.016666667,1.218333333,0.7652
11,2015,WestTexNewMexico,0,1,v_cheap,1.218333333,0.991666667,0.016666667,0.38875
1,2016,PhoenixTucson,0,1,cheap,5.358,0.13608695699999998,0.903913043,1.218333333
11,2015,DallasFtWorth,0,1,v_cheap,1.218333333,0.991666667,0.016666667,0.38875
1,2017,CincinnatiDayton,0,1,v_cheap,10.29916667,0.002916667,0.08458333300000001,1.6
1,2015,Houston,0,1,v_cheap,0.783461538,0.000833333,0.128076923,1.1216
2,2016,Portland,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
5,2015,WestTexNewMexico,0,1,v_cheap,0.991666667,0.34600000000000003,1.4056,0.65375
11,2015,PhoenixTucson,0,1,cheap,1.218333333,0.991666667,0.016666667,0.38875
9,2015,PhoenixTucson,0,1,cheap,0.903913043,0.6859999999999999,0.13608695699999998,0.016666667
5,2016,DallasFtWorth,0,1,v_cheap,0.265238095,0.38875,0.7652,0.599166667
4,2016,SouthCentral,0,1,v_cheap,0.599166667,0.903913043,5.358,3.2804
12,2015,WestTexNewMexico,0,1,v_cheap,2.0152,0.13608695699999998,0.903913043,1.218333333
3,2016,WestTexNewMexico,0,1,v_cheap,3.2804,0.016666667,1.218333333,0.7652
6,2015,WestTexNewMexico,0,1,v_cheap,0.13608695699999998,1.1216,0.6859999999999999,0.991666667
3,2015,PhoenixTucson,0,1,cheap,0.6859999999999999,0.13608695699999998,1.1216,1.4056
2,2015,WestTexNewMexico,0,1,v_cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
2,2016,DallasFtWorth,0,1,v_cheap,0.7652,0.8845833329999999,0.38875,5.358
1,2018,Houston,0,1,v_cheap,3.154230769,0.018695652,0.1768,0.4876
2,2015,SouthCentral,0,1,v_cheap,1.4056,0.047826087,0.34600000000000003,0.783461538
3,2018,PhoenixTucson,0,1,cheap,5.1216,0.118,0.4876,0.356153846
12,2015,Boise,0,1,v_cheap,2.0152,0.13608695699999998,0.903913043,1.218333333
3,2018,Houston,0,1,v_cheap,5.1216,0.118,0.4876,0.356153846
