Unnamed: 0,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
30,2016-05-29,1.49,127812.25,2580.77,104876.94,103.64,20250.9,19519.92,180.98,550.0,conventional,2016,Albany
31,2016-05-22,1.34,98863.64,929.07,74678.36,59.07,23197.14,22571.49,20.65,605.0,conventional,2016,Albany
32,2016-05-15,1.36,96924.19,901.65,75847.91,82.97,20091.66,19802.87,288.79,0.0,conventional,2016,Albany
33,2016-05-08,1.27,120194.49,1041.95,96137.78,84.8,22929.96,22697.54,232.42,0.0,conventional,2016,Albany
34,2016-05-01,1.03,173781.78,884.01,163570.47,37.84,9289.46,8918.99,321.86,48.61,conventional,2016,Albany
35,2016-04-24,1.18,102490.2,954.6,87571.23,43.15,13921.22,13463.97,337.81,119.44,conventional,2016,Albany
36,2016-04-17,1.22,86433.63,898.63,70042.6,25.0,15467.4,14642.65,712.25,112.5,conventional,2016,Albany
37,2016-04-10,1.46,70253.3,972.15,56128.98,38.0,13114.17,12671.09,443.08,0.0,conventional,2016,Albany
38,2016-04-03,0.85,81694.23,676.27,70459.66,31.2,10527.1,10058.25,468.85,0.0,conventional,2016,Albany
39,2016-03-27,1.49,92529.27,808.5,78146.18,36.73,13537.86,13037.43,500.43,0.0,conventional,2016,Albany
40,2016-03-20,1.32,110401.88,764.97,97082.4,70.15,12484.36,12286.01,198.35,0.0,conventional,2016,Albany
41,2016-03-13,1.18,108264.9,847.64,96117.13,60.99,11239.14,10817.56,421.58,0.0,conventional,2016,Albany
42,2016-03-06,1.27,90633.66,972.34,74693.31,56.26,14911.75,14476.23,435.52,0.0,conventional,2016,Albany
43,2016-02-28,1.26,87822.43,805.41,72159.95,63.13,14793.94,13739.89,1054.05,0.0,conventional,2016,Albany
44,2016-02-21,1.28,99817.47,869.16,84484.99,24.98,14438.34,12280.58,2157.76,0.0,conventional,2016,Albany
45,2016-02-14,1.13,98008.16,1640.86,77133.01,12.0,19222.29,17663.46,1558.83,0.0,conventional,2016,Albany
46,2016-02-07,1.07,169614.01,2031.67,157271.87,109.88,10200.59,9349.67,850.92,0.0,conventional,2016,Albany
47,2016-01-31,1.16,102038.32,1386.24,79881.67,69.46,20700.95,19788.78,912.17,0.0,conventional,2016,Albany
48,2016-01-24,1.22,96089.13,545.37,70802.56,68.41,24672.79,23926.35,746.44,0.0,conventional,2016,Albany
49,2016-01-17,1.26,119972.41,1202.52,100613.46,51.22,18105.21,17980.53,124.68,0.0,conventional,2016,Albany
50,2016-01-10,1.28,79121.77,848.19,66696.97,109.08,11467.53,11293.65,173.88,0.0,conventional,2016,Albany
51,2016-01-03,1.03,149038.15,939.71,139735.9,132.35,8230.19,8056.43,173.76,0.0,conventional,2016,Albany
0,2016-12-25,0.91,502787.29,205855.78,86015.43,184.62,210731.46,118884.36,91847.1,0.0,conventional,2016,Atlanta
1,2016-12-18,0.94,463483.07,191753.03,80565.05,283.15,190881.84,114872.09,76009.75,0.0,conventional,2016,Atlanta
2,2016-12-11,1.06,422026.71,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,0.0,conventional,2016,Atlanta
3,2016-12-04,1.03,475815.02,210602.15,93414.72,207.15,171591.0,67806.59,103784.41,0.0,conventional,2016,Atlanta
4,2016-11-27,1.22,372144.31,161631.62,55595.26,167.47,154749.96,89194.82,65518.75,36.39,conventional,2016,Atlanta
5,2016-11-20,1.14,448936.04,189206.59,58005.57,167.63,201556.25,128442.19,72236.28,877.78,conventional,2016,Atlanta
6,2016-11-13,1.25,408260.87,185966.29,63348.63,180.57,158765.38,92308.66,66233.39,223.33,conventional,2016,Atlanta
7,2016-11-06,1.29,393826.35,167083.47,65207.61,168.26,161367.01,82410.76,78956.25,0.0,conventional,2016,Atlanta
8,2016-10-30,1.26,408314.87,162367.8,69366.17,160.28,176420.62,94305.34,82115.28,0.0,conventional,2016,Atlanta
9,2016-10-23,1.23,422281.05,171215.14,67824.33,166.14,183075.44,110435.47,72639.97,0.0,conventional,2016,Atlanta
10,2016-10-16,1.16,459564.78,188793.29,82089.21,103.96,188578.32,87593.44,100984.88,0.0,conventional,2016,Atlanta
11,2016-10-09,1.23,452109.18,187260.61,69425.23,156.52,195266.82,95659.91,99113.85,493.06,conventional,2016,Atlanta
12,2016-10-02,1.26,440044.4,182418.33,69411.24,140.88,188073.95,104367.67,83706.28,0.0,conventional,2016,Atlanta
13,2016-09-25,1.26,435756.8,174532.18,77098.81,131.95,183993.86,109841.32,73830.32,322.22,conventional,2016,Atlanta
14,2016-09-18,1.01,527700.95,233800.98,70931.17,132.15,222836.65,139748.72,82907.37,180.56,conventional,2016,Atlanta
15,2016-09-11,0.9,597759.18,286405.76,54347.66,206.41,256799.35,194086.09,62713.26,0.0,conventional,2016,Atlanta
16,2016-09-04,0.89,614657.03,356593.2,55475.65,130.69,202457.49,126235.35,75979.08,243.06,conventional,2016,Atlanta
17,2016-08-28,0.95,539642.66,294240.79,42109.47,123.63,203168.77,132127.4,70394.15,647.22,conventional,2016,Atlanta
18,2016-08-21,0.94,549139.07,293240.47,48349.86,82.91,207465.83,160464.82,47001.01,0.0,conventional,2016,Atlanta
19,2016-08-14,0.87,666493.32,362923.69,60912.98,86.59,242570.06,182840.11,59729.95,0.0,conventional,2016,Atlanta
20,2016-08-07,1.04,508354.34,252171.77,63197.28,58.44,192926.85,131851.39,61075.46,0.0,conventional,2016,Atlanta
21,2016-07-31,0.98,537633.39,232640.52,76301.71,64.96,228626.2,161931.73,66694.47,0.0,conventional,2016,Atlanta
22,2016-07-24,1.0,495686.56,215522.82,92726.36,110.76,187326.62,120773.07,66553.55,0.0,conventional,2016,Atlanta
23,2016-07-17,1.01,474063.61,202638.65,82942.03,164.21,188318.72,108732.19,78958.75,627.78,conventional,2016,Atlanta
24,2016-07-10,0.92,560865.26,240109.35,95457.09,256.2,225042.62,146617.68,78213.83,211.11,conventional,2016,Atlanta
25,2016-07-03,0.77,789398.22,310551.19,150339.87,165.28,328341.88,216115.15,110544.79,1681.94,conventional,2016,Atlanta
26,2016-06-26,0.85,606856.8,272203.41,82764.12,173.96,251715.31,199572.08,52123.23,20.0,conventional,2016,Atlanta
27,2016-06-19,0.78,692767.07,361697.69,96388.12,264.12,234417.14,148946.46,84045.68,1425.0,conventional,2016,Atlanta
28,2016-06-12,0.78,608386.28,313216.34,61563.67,1174.78,232431.49,169986.13,55753.42,6691.94,conventional,2016,Atlanta
29,2016-06-05,0.75,691201.38,341027.59,123405.98,561.72,226206.09,112958.38,105974.65,7273.06,conventional,2016,Atlanta
30,2016-05-29,0.78,691344.07,267460.99,154238.9,246.79,269397.39,77155.12,186791.99,5450.28,conventional,2016,Atlanta
31,2016-05-22,0.79,585351.77,206761.15,110884.32,174.9,267531.4,91575.69,171020.72,4934.99,conventional,2016,Atlanta
32,2016-05-15,0.68,755306.53,292232.77,166131.16,80.12,296862.48,126898.8,169317.09,646.59,conventional,2016,Atlanta
33,2016-05-08,0.81,643699.77,199995.47,159036.97,253.52,284413.81,77087.9,206444.51,881.4,conventional,2016,Atlanta
34,2016-05-01,0.77,735635.49,241665.17,211776.98,54.42,282138.92,64801.33,217337.59,0.0,conventional,2016,Atlanta
35,2016-04-24,0.79,654018.81,233878.1,189043.44,67.42,231029.85,71926.92,158919.6,183.33,conventional,2016,Atlanta
36,2016-04-17,0.89,512348.02,190569.75,124409.16,106.39,197262.72,66461.65,130217.81,583.26,conventional,2016,Atlanta
37,2016-04-10,0.83,590001.82,258662.26,141605.69,432.5,189301.37,69497.05,119037.82,766.5,conventional,2016,Atlanta
38,2016-04-03,1.03,423485.95,253540.83,69327.44,1349.18,99268.5,62657.11,36611.39,0.0,conventional,2016,Atlanta
39,2016-03-27,0.98,458635.34,286918.4,59289.93,1320.02,111106.99,78824.96,32268.42,13.61,conventional,2016,Atlanta
40,2016-03-20,0.98,496190.99,323216.82,61127.51,1727.11,110119.55,75568.52,34551.03,0.0,conventional,2016,Atlanta
41,2016-03-13,0.9,588656.86,336350.73,110105.53,1906.9,140293.7,73593.38,66700.32,0.0,conventional,2016,Atlanta
42,2016-03-06,1.03,458837.18,299983.46,61770.01,1499.4,95584.31,62105.43,33478.88,0.0,conventional,2016,Atlanta
43,2016-02-28,0.9,555470.58,325884.06,106311.73,1136.7,122138.09,60231.13,61906.96,0.0,conventional,2016,Atlanta
44,2016-02-21,1.04,417205.77,270173.33,61591.16,1996.32,83444.96,55736.39,27708.57,0.0,conventional,2016,Atlanta
45,2016-02-14,0.97,481484.29,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0.0,conventional,2016,Atlanta
46,2016-02-07,0.76,722211.0,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0.0,conventional,2016,Atlanta
47,2016-01-31,1.04,437490.64,290451.27,58974.21,412.16,87653.0,54822.3,32830.7,0.0,conventional,2016,Atlanta
48,2016-01-24,0.92,528776.51,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,0.0,conventional,2016,Atlanta
49,2016-01-17,1.04,445089.93,308722.88,45915.91,654.09,89797.05,56526.21,33270.84,0.0,conventional,2016,Atlanta
50,2016-01-10,0.93,558348.8,377244.81,67316.04,464.46,113323.49,54693.05,58630.44,0.0,conventional,2016,Atlanta
51,2016-01-03,1.05,449263.47,350316.16,32958.06,396.68,65592.57,43674.84,21906.93,10.8,conventional,2016,Atlanta
0,2016-12-25,1.47,550947.61,50818.61,344699.92,8529.79,146899.29,142957.45,2629.52,1312.32,conventional,2016,BaltimoreWashington
1,2016-12-18,1.21,691008.74,57866.09,487109.62,8751.94,137281.09,133753.32,2845.65,682.12,conventional,2016,BaltimoreWashington
2,2016-12-11,1.35,599161.08,49240.17,375437.86,9977.23,164505.82,153476.96,11028.86,0.0,conventional,2016,BaltimoreWashington
3,2016-12-04,1.41,566956.23,52095.95,345132.36,10049.72,159678.2,157703.86,1738.23,236.11,conventional,2016,BaltimoreWashington
4,2016-11-27,1.49,539924.84,46243.14,336731.88,8237.15,148712.67,146287.45,1715.5,709.72,conventional,2016,BaltimoreWashington
5,2016-11-20,1.6,566160.06,51078.68,309529.29,13095.11,192456.98,189672.97,1882.62,901.39,conventional,2016,BaltimoreWashington
6,2016-11-13,1.73,559978.64,64630.53,311687.85,28558.19,155102.07,153317.9,1348.06,436.11,conventional,2016,BaltimoreWashington
7,2016-11-06,1.8,537945.82,61458.87,284547.34,41286.91,150652.7,149603.88,1048.82,0.0,conventional,2016,BaltimoreWashington
8,2016-10-30,1.86,522546.62,58412.45,304616.52,27903.69,131613.96,130682.92,565.76,365.28,conventional,2016,BaltimoreWashington
9,2016-10-23,1.85,584275.61,56864.06,336433.69,27036.54,163941.32,163070.93,382.89,487.5,conventional,2016,BaltimoreWashington
10,2016-10-16,1.69,638848.04,63424.01,363924.96,19878.73,191620.34,190381.9,1238.44,0.0,conventional,2016,BaltimoreWashington
11,2016-10-09,1.59,676188.97,72775.7,395481.19,20639.81,187292.27,185599.01,1332.15,361.11,conventional,2016,BaltimoreWashington
12,2016-10-02,1.66,672759.7,78716.77,381624.67,19492.51,192925.75,190861.05,1423.03,641.67,conventional,2016,BaltimoreWashington
13,2016-09-25,1.58,678671.71,129774.3,347949.15,19205.77,181742.49,180490.59,1251.9,0.0,conventional,2016,BaltimoreWashington
14,2016-09-18,1.5,732424.67,151204.91,367425.65,18808.75,194985.36,191238.8,3746.56,0.0,conventional,2016,BaltimoreWashington
15,2016-09-11,1.34,885728.19,202958.24,494756.39,19881.72,168131.84,162753.29,4043.27,1335.28,conventional,2016,BaltimoreWashington
16,2016-09-04,1.51,762218.08,97714.06,442803.33,20154.92,201545.77,198131.8,2898.23,515.74,conventional,2016,BaltimoreWashington
17,2016-08-28,1.57,732545.7,72406.64,443668.36,15648.56,200822.14,194472.57,3978.68,2370.89,conventional,2016,BaltimoreWashington
18,2016-08-21,1.48,727279.79,68443.67,413651.59,21950.39,223234.14,203758.36,15197.45,4278.33,conventional,2016,BaltimoreWashington
19,2016-08-14,1.52,742291.98,68335.7,421188.86,24863.67,227903.75,219529.71,6984.04,1390.0,conventional,2016,BaltimoreWashington
20,2016-08-07,1.52,746493.74,71154.97,432956.75,28505.15,213876.87,210316.02,2285.85,1275.0,conventional,2016,BaltimoreWashington
21,2016-07-31,1.65,698627.62,64022.99,402053.22,31448.04,201103.37,197041.21,706.6,3355.56,conventional,2016,BaltimoreWashington
22,2016-07-24,1.64,719104.08,62896.92,422902.9,30142.23,203162.03,194809.7,1005.66,7346.67,conventional,2016,BaltimoreWashington
23,2016-07-17,1.47,730875.32,50831.98,400287.93,32758.16,246997.25,233727.43,2257.55,11012.27,conventional,2016,BaltimoreWashington
24,2016-07-10,1.37,831187.91,64925.62,489314.56,44218.72,232729.01,217648.42,2447.94,12632.65,conventional,2016,BaltimoreWashington
25,2016-07-03,1.38,844337.61,63050.59,501970.38,50114.65,229201.99,214851.77,2969.08,11381.14,conventional,2016,BaltimoreWashington
26,2016-06-26,1.36,830072.5,62585.19,509113.95,48949.85,209423.51,202616.05,3059.39,3748.07,conventional,2016,BaltimoreWashington
27,2016-06-19,1.37,850692.3,61789.19,523095.26,54129.89,211677.96,203569.59,3085.45,5022.92,conventional,2016,BaltimoreWashington
28,2016-06-12,1.34,850862.92,73620.83,507383.48,55744.03,214114.58,207727.87,3451.71,2935.0,conventional,2016,BaltimoreWashington
29,2016-06-05,1.33,860858.18,61074.05,537895.97,46714.72,215173.44,203788.41,8328.92,3056.11,conventional,2016,BaltimoreWashington
30,2016-05-29,1.19,890196.73,61989.17,577334.28,44265.84,206607.44,200150.21,3716.12,2741.11,conventional,2016,BaltimoreWashington
31,2016-05-22,1.19,837573.29,60638.26,540988.18,19544.87,216401.98,211306.25,2950.73,2145.0,conventional,2016,BaltimoreWashington
32,2016-05-15,1.12,901689.79,58943.81,629734.43,16372.03,196639.52,189850.35,6194.73,594.44,conventional,2016,BaltimoreWashington
33,2016-05-08,0.95,1103888.28,75492.89,804251.93,16818.7,207324.76,204118.09,2691.39,515.28,conventional,2016,BaltimoreWashington
34,2016-05-01,1.07,929492.14,67682.14,648816.85,15073.22,197919.93,194073.11,3244.04,602.78,conventional,2016,BaltimoreWashington
35,2016-04-24,1.13,915500.04,61118.12,638833.81,15861.03,199687.08,196063.01,3132.4,491.67,conventional,2016,BaltimoreWashington
36,2016-04-17,1.13,841839.93,59232.87,576827.09,15881.19,189898.78,185709.01,3034.21,1155.56,conventional,2016,BaltimoreWashington
37,2016-04-10,1.12,789348.02,64549.66,522216.25,13247.91,189334.2,186797.56,2536.64,0.0,conventional,2016,BaltimoreWashington
38,2016-04-03,1.14,770876.88,61532.85,523512.27,12784.45,173047.31,170235.01,2812.3,0.0,conventional,2016,BaltimoreWashington
39,2016-03-27,1.19,781627.98,59850.43,523531.51,15295.4,182950.64,179809.74,3140.9,0.0,conventional,2016,BaltimoreWashington
40,2016-03-20,1.1,880238.91,65397.0,614918.47,16342.85,183580.59,180891.69,2688.9,0.0,conventional,2016,BaltimoreWashington
41,2016-03-13,1.18,845574.79,59401.39,580134.23,18702.51,187336.66,184423.26,2913.4,0.0,conventional,2016,BaltimoreWashington
42,2016-03-06,1.21,819706.7,62539.58,541218.77,21461.02,194487.33,191744.58,2742.75,0.0,conventional,2016,BaltimoreWashington
43,2016-02-28,1.12,888570.06,61483.8,641585.11,20335.44,165165.71,162543.26,2622.45,0.0,conventional,2016,BaltimoreWashington
44,2016-02-21,1.2,739486.27,51913.21,446499.2,54665.59,186408.27,180041.53,6366.74,0.0,conventional,2016,BaltimoreWashington
45,2016-02-14,1.11,905144.72,72824.97,596869.49,60290.41,175159.85,168368.44,6791.41,0.0,conventional,2016,BaltimoreWashington
46,2016-02-07,1.1,966321.0,73754.24,621956.14,48009.43,222601.19,217666.76,4934.43,0.0,conventional,2016,BaltimoreWashington
47,2016-01-31,1.11,748107.09,52641.93,506187.66,24482.29,164795.21,161204.17,3591.04,0.0,conventional,2016,BaltimoreWashington
48,2016-01-24,1.09,1022653.39,69829.09,689359.24,24029.92,239435.14,233609.99,5825.15,0.0,conventional,2016,BaltimoreWashington
49,2016-01-17,1.17,836225.86,58788.02,535244.92,25662.38,216530.54,213938.82,2591.72,0.0,conventional,2016,BaltimoreWashington
50,2016-01-10,1.17,780979.13,60261.38,511067.0,26791.33,182859.42,180460.98,2398.44,0.0,conventional,2016,BaltimoreWashington
51,2016-01-03,1.11,816760.46,54491.78,583418.06,27147.33,151703.29,149408.43,2294.86,0.0,conventional,2016,BaltimoreWashington
0,2016-12-25,1.03,71168.92,27464.22,2892.64,6681.19,34130.87,33449.4,662.22,19.25,conventional,2016,Boise
1,2016-12-18,1.02,64421.58,28725.38,2337.22,5562.76,27796.22,27464.12,327.28,4.82,conventional,2016,Boise
2,2016-12-11,0.8,98346.8,30311.25,10382.62,4088.1,53564.83,53190.59,319.56,54.68,conventional,2016,Boise
3,2016-12-04,1.01,72471.63,34194.72,2996.3,3771.85,31508.76,31278.13,217.75,12.88,conventional,2016,Boise
4,2016-11-27,1.22,51941.45,23774.54,2187.17,5526.29,20453.45,20442.18,0.0,11.27,conventional,2016,Boise
5,2016-11-20,1.27,62526.51,28834.32,2463.45,7123.14,24105.6,24091.47,2.86,11.27,conventional,2016,Boise
6,2016-11-13,1.28,67212.14,32035.36,3042.08,6078.72,26055.98,25875.27,140.41,40.3,conventional,2016,Boise
7,2016-11-06,1.37,59587.14,24935.25,2893.68,7688.17,24070.04,23558.62,408.16,103.26,conventional,2016,Boise
8,2016-10-30,1.34,59788.57,25832.98,3018.08,7311.55,23625.96,22909.91,622.44,93.61,conventional,2016,Boise
9,2016-10-23,1.17,70652.14,27935.7,3769.48,6919.11,32027.85,30914.91,1098.42,14.52,conventional,2016,Boise
10,2016-10-16,1.09,77804.54,35485.6,2006.71,6689.31,33622.92,32413.74,1197.89,11.29,conventional,2016,Boise
11,2016-10-09,1.03,84234.53,38087.17,2089.42,6562.37,37495.57,28895.19,8576.21,24.17,conventional,2016,Boise
12,2016-10-02,0.9,106259.51,27542.88,8194.14,7082.7,63439.79,55975.11,7430.88,33.8,conventional,2016,Boise
13,2016-09-25,0.91,87557.13,39342.09,2342.03,5737.02,40135.99,34566.37,5564.81,4.81,conventional,2016,Boise
14,2016-09-18,0.97,82377.77,39719.19,2199.34,6951.12,33508.12,28303.11,5198.62,6.39,conventional,2016,Boise
15,2016-09-11,0.89,89822.98,41793.11,1783.77,6411.87,39834.23,38898.96,927.29,7.98,conventional,2016,Boise
16,2016-09-04,1.01,79683.06,37233.67,2055.59,7067.38,33326.42,31599.81,1718.65,7.96,conventional,2016,Boise
17,2016-08-28,0.99,78599.85,36837.75,1982.25,5918.5,33861.35,32151.54,1693.93,15.88,conventional,2016,Boise
18,2016-08-21,0.9,84013.04,40944.28,2078.24,4694.68,36295.84,34718.06,1577.78,0.0,conventional,2016,Boise
19,2016-08-14,0.93,88787.27,43525.98,1959.35,6569.03,36732.91,36020.5,671.26,41.15,conventional,2016,Boise
20,2016-08-07,0.76,70711.46,32775.33,2002.12,2.53,35931.48,35664.27,246.66,20.55,conventional,2016,Boise
21,2016-07-31,0.78,69620.36,30747.49,1920.5,2.53,36949.84,36949.84,0.0,0.0,conventional,2016,Boise
22,2016-07-24,0.74,65580.47,26990.4,1685.17,3.26,36901.64,36364.82,16.82,520.0,conventional,2016,Boise
23,2016-07-17,0.7,69052.66,27671.07,1614.16,6.29,39761.14,37729.96,799.61,1231.57,conventional,2016,Boise
24,2016-07-10,0.75,132511.44,39211.45,4977.23,3.06,88319.7,87357.84,20.39,941.47,conventional,2016,Boise
25,2016-07-03,0.77,136377.55,36208.26,6421.9,12.16,93735.23,93645.45,20.52,69.26,conventional,2016,Boise
26,2016-06-26,0.69,127961.84,34024.13,5853.32,9.3,88075.09,88025.14,34.45,15.5,conventional,2016,Boise
27,2016-06-19,0.7,129020.17,36119.41,6692.38,2.0,86206.38,86107.76,83.05,15.57,conventional,2016,Boise
28,2016-06-12,0.67,68721.61,34791.42,2578.94,2.63,31348.62,31094.59,245.8,8.23,conventional,2016,Boise
29,2016-06-05,0.63,95948.06,31280.0,5422.61,11.56,59233.89,59206.93,8.8,18.16,conventional,2016,Boise
30,2016-05-29,0.63,82549.14,29694.73,4570.07,6.61,48277.73,47343.36,926.1,8.27,conventional,2016,Boise
31,2016-05-22,0.65,75996.51,32112.63,3221.12,2.65,40660.11,40606.62,35.29,18.2,conventional,2016,Boise
32,2016-05-15,0.58,95143.57,34103.08,6201.35,15.58,54823.56,52268.89,2490.17,64.5,conventional,2016,Boise
33,2016-05-08,0.61,106409.67,43200.28,5397.41,7.29,57804.69,57439.5,330.49,34.7,conventional,2016,Boise
34,2016-05-01,0.63,82585.83,32240.97,3928.02,0.0,46416.84,46257.9,140.79,18.15,conventional,2016,Boise
35,2016-04-24,0.65,79562.45,36437.8,2849.95,590.88,39683.82,39671.39,5.85,6.58,conventional,2016,Boise
36,2016-04-17,0.67,109590.28,41244.44,9075.77,4729.87,54540.2,53939.82,14.55,585.83,conventional,2016,Boise
37,2016-04-10,0.82,86897.72,44344.9,3303.93,5340.61,33908.28,33662.76,156.09,89.43,conventional,2016,Boise
38,2016-04-03,0.82,97650.29,45952.69,5362.4,6316.0,40019.2,39916.37,94.75,8.08,conventional,2016,Boise
39,2016-03-27,0.81,101267.73,40228.96,6891.08,9114.47,45033.22,44763.68,242.28,27.26,conventional,2016,Boise
40,2016-03-20,0.94,83080.73,41756.47,2697.57,9201.19,29425.5,29351.66,62.69,11.15,conventional,2016,Boise
41,2016-03-13,0.83,100144.93,45571.1,4920.83,6448.33,43204.67,42383.79,784.39,36.49,conventional,2016,Boise
42,2016-03-06,0.86,97421.21,41714.26,5373.09,7307.07,43026.79,42481.59,527.8,17.4,conventional,2016,Boise
43,2016-02-28,0.89,89981.54,38143.38,5361.13,8767.1,37709.93,37217.14,472.26,20.53,conventional,2016,Boise
44,2016-02-21,0.74,93951.14,37807.51,9084.55,4890.81,42168.27,42111.91,50.05,6.31,conventional,2016,Boise
45,2016-02-14,0.94,78070.34,38043.2,5302.57,6617.29,28107.28,28012.67,85.14,9.47,conventional,2016,Boise
46,2016-02-07,0.82,123715.17,42825.57,14822.29,17989.29,48078.02,47555.74,452.82,69.46,conventional,2016,Boise
47,2016-01-31,0.94,83755.38,36196.35,4791.21,8440.95,34326.87,33947.26,46.78,332.83,conventional,2016,Boise
48,2016-01-24,0.9,58434.39,18003.36,4208.29,4714.06,31508.68,29874.81,1614.91,18.96,conventional,2016,Boise
49,2016-01-17,0.92,92385.23,34302.93,7884.23,8901.1,41296.97,40337.59,951.46,7.92,conventional,2016,Boise
50,2016-01-10,0.93,89880.9,31802.36,8347.01,9065.03,40666.5,40584.43,16.94,65.13,conventional,2016,Boise
51,2016-01-03,0.77,106106.95,43868.7,10276.84,5431.66,46529.75,46476.08,17.0,36.67,conventional,2016,Boise
0,2016-12-25,1.28,447600.75,4349.63,346516.32,4183.69,92551.11,91481.59,1069.52,0.0,conventional,2016,Boston
1,2016-12-18,1.09,579577.33,6123.84,488107.01,7765.43,77581.05,76135.49,1445.56,0.0,conventional,2016,Boston
2,2016-12-11,1.22,510800.58,3711.2,409645.98,5052.84,92390.56,90449.44,1634.18,306.94,conventional,2016,Boston
3,2016-12-04,1.26,473428.36,4371.95,393748.18,3449.16,71859.07,71377.77,307.69,173.61,conventional,2016,Boston
4,2016-11-27,1.45,391257.01,4243.2,317090.39,3069.37,66854.05,66399.33,31.11,423.61,conventional,2016,Boston
5,2016-11-20,1.39,475677.35,7917.9,356867.57,4915.71,105976.17,105940.61,35.56,0.0,conventional,2016,Boston
6,2016-11-13,1.56,397601.1,5233.97,314434.8,3726.92,74205.41,74205.41,0.0,0.0,conventional,2016,Boston
7,2016-11-06,1.62,366175.49,4016.72,284809.54,3370.17,73979.06,73804.06,0.0,175.0,conventional,2016,Boston
