Month,year,region,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type_conventional,type_organic
01,2015,Nashville,4.220000000000001,596315.06,410333.44,36977.75,46634.6,102369.26999999999,89864.02,12283.58,221.67,1,0
01,2015,Nashville,7.279999999999999,14425.75,829.7900000000001,9331.630000000001,303.15,3961.18,2897.21,1063.97,0.0,0,1
01,2015,NewOrleansMobile,3.88,1001098.0399999999,682679.3999999999,60801.659999999996,1016.3299999999999,256600.65000000002,241404.57,15196.080000000002,0.0,1,0
01,2015,NewOrleansMobile,5.3,10114.0,914.63,52.7,0.0,9146.67,9146.67,0.0,0.0,0,1
01,2015,NewYork,5.16,4568264.86,76569.25,3359854.15,10410.279999999999,1121431.18,862196.72,259234.46,0.0,1,0
01,2015,NewYork,8.059999999999999,55688.31,6157.9,41652.45,154.75,7723.21,7723.21,0.0,0.0,0,1
01,2015,Northeast,4.96,13120598.899999999,412549.1,9159344.17,29635.09,3519070.54,3154231.48,364839.06000000006,0.0,1,0
01,2015,Northeast,7.6,174022.86,12068.61,72897.36,235.63000000000002,88821.26000000001,86624.72,2196.54,0.0,0,1
01,2015,NorthernNewEngland,4.29,1236354.82,16364.45,1004217.8900000001,99.75,215672.73,215668.29,4.44,0.0,1,0
01,2015,NorthernNewEngland,7.49,28162.899999999998,7.9399999999999995,2383.1,0.0,25771.86,25771.86,0.0,0.0,0,1
01,2015,Orlando,4.9,886907.24,556417.71,141622.99,303.04999999999995,188563.49,80202.59999999999,108360.89000000001,0.0,1,0
01,2015,Orlando,7.33,7745.11,4902.820000000001,192.29000000000002,0.0,2650.0,2650.0,0.0,0.0,0,1
01,2015,Philadelphia,5.24,1410800.92,69743.29000000001,914079.27,6715.49,420262.87,366052.12,54210.75,0.0,1,0
01,2015,Philadelphia,7.1,15091.4,1306.91,5497.76,58.53,8228.2,8221.53,6.67,0.0,0,1
01,2015,PhoenixTucson,2.54,4480927.14,3434145.96,712203.1699999999,29424.04,305153.97,305151.42000000004,2.55,0.0,1,0
01,2015,PhoenixTucson,5.380000000000001,54433.299999999996,44329.95,6759.43,0.0,3343.9199999999996,3300.0099999999998,43.910000000000004,0.0,0,1
01,2015,Pittsburgh,5.85,267635.98,8499.59,176006.81,6360.12,76769.46,53352.06,23417.4,0.0,1,0
01,2015,Pittsburgh,6.880000000000001,7892.17,2431.79,1253.4499999999998,0.0,4206.929999999999,1828.48,2378.4500000000003,0.0,0,1
01,2015,Plains,4.2,6272419.64,3573054.45,1854161.5499999998,49013.72,796189.92,787432.24,4398.95,4358.7300000000005,1,0
01,2015,Plains,6.970000000000001,131685.65,20583.41,58693.89,92.32,52316.03,46548.06,5767.97,0.0,0,1
01,2015,Portland,4.22,1982506.1999999997,535358.4199999999,1120672.16,70601.84,255873.78,200970.57,54903.21000000001,0.0,1,0
01,2015,Portland,5.09,158811.61000000002,64316.18,72147.53,10.98,22336.920000000002,1936.6599999999999,20400.26,0.0,0,1
01,2015,RaleighGreensboro,4.82,864629.3099999999,207075.23,241619.38,156812.09,259122.61000000004,204364.03999999998,54758.57,0.0,1,0
01,2015,RaleighGreensboro,7.98,14115.57,228.77,7175.780000000001,2701.29,4009.73,3735.54,274.19,0.0,0,1
01,2015,RichmondNorfolk,4.629999999999999,750283.0299999999,236543.22999999998,289415.13,39317.07000000001,185007.6,150615.8,34391.8,0.0,1,0
01,2015,RichmondNorfolk,6.390000000000001,14467.5,687.1800000000001,7889.620000000001,1331.82,4558.88,3569.0699999999997,989.81,0.0,0,1
01,2015,Roanoke,4.62,457627.05,186912.35,154459.03,313.5,115942.17000000001,103252.59,12689.58,0.0,1,0
01,2015,Roanoke,5.81,20575.440000000002,366.67,15424.76,0.0,4784.01,3331.48,1452.53,0.0,0,1
01,2015,Sacramento,4.55,1586706.17,404449.16,990775.9500000001,30011.61,161469.45,161462.78,6.67,0.0,1,0
01,2015,Sacramento,5.17,63752.67999999999,27625.07,33089.490000000005,0.0,3038.12,3038.12,0.0,0.0,0,1
01,2015,SanDiego,3.79,1873929.35,1015580.36,662613.32,55655.38,140080.28999999998,120627.64000000001,17986.46,1466.19,1,0
01,2015,SanDiego,4.83,64784.69,57362.439999999995,2553.1000000000004,4.3100000000000005,4864.84,4864.84,0.0,0.0,0,1
01,2015,SanFrancisco,4.45,3291516.4,569806.4099999999,2343816.4699999997,47073.46,330820.06,328275.59,2415.56,128.91,1,0
01,2015,SanFrancisco,4.91,120936.65000000001,74457.73999999999,45284.06999999999,0.0,1194.8400000000001,1194.8400000000001,0.0,0.0,0,1
01,2015,Seattle,4.49,2045469.79,589656.6,1072037.6099999999,55664.84,328110.74,306490.33,21583.73,36.68000000000001,1,0
01,2015,Seattle,6.1,154453.90000000002,28612.510000000002,101670.34,29.38,24141.67,1346.06,22795.61,0.0,0,1
01,2015,SouthCarolina,4.32,1176285.21,691467.0700000001,176934.85,54506.19,253377.1,178422.93,74954.17,0.0,1,0
01,2015,SouthCarolina,7.86,11546.300000000001,2293.9900000000002,2826.8899999999994,1557.8000000000002,4867.62,4759.280000000001,108.33999999999999,0.0,0,1
01,2015,SouthCentral,3.1700000000000004,21018878.53,11763269.93,6553201.53,377158.80000000005,2325248.27,1949172.85,375985.93,89.49000000000001,1,0
01,2015,SouthCentral,5.380000000000001,231027.8,119032.08,32319.309999999998,0.0,79676.40999999999,78888.95,787.46,0.0,0,1
01,2015,Southeast,4.5,11011192.25,7769907.6899999995,1129120.83,81462.18,2030701.5499999998,1087667.46,943034.0900000001,0.0,1,0
01,2015,Southeast,7.18,100605.84000000001,40109.96,15199.28,2251.3500000000004,43045.25,41523.090000000004,1522.1599999999999,0.0,0,1
01,2015,Spokane,4.46,289026.31,100882.48000000001,139648.78999999998,13397.779999999999,35097.259999999995,32451.54,2645.7200000000003,0.0,1,0
01,2015,Spokane,5.779999999999999,18240.25,3077.17,12871.569999999998,5.48,2286.0299999999997,736.67,1549.3600000000001,0.0,0,1
01,2015,StLouis,4.890000000000001,711064.21,382752.22,157689.24000000002,304.23,170318.52,170300.75,17.77,0.0,1,0
01,2015,StLouis,7.489999999999999,14414.51,7398.43,5356.09,0.0,1659.9900000000002,1659.9900000000002,0.0,0.0,0,1
01,2015,Syracuse,5.55,168070.39,5090.889999999999,89762.96,95.89000000000001,73120.65,72700.65,420.0,0.0,1,0
01,2015,Syracuse,6.99,2828.39,2.48,580.63,0.0,2245.2799999999997,2245.2799999999997,0.0,0.0,0,1
01,2015,Tampa,4.6899999999999995,1064532.06,662018.01,137454.05,187.3,264872.7,108384.57,156488.13,0.0,1,0
01,2015,Tampa,7.0200000000000005,6355.34,3088.75,116.58,0.0,3150.01,3150.01,0.0,0.0,0,1
01,2015,TotalUS,4.03,117901590.17,47927556.239999995,48195457.05,3309989.93,18468586.95,15220260.9,3197297.4299999997,51028.619999999995,1,0
01,2015,TotalUS,5.83,2551927.8899999997,966067.32,1001705.8300000001,16976.129999999997,567178.61,419728.26,147450.35,0.0,0,1
01,2015,West,3.7399999999999998,22064185.200000003,9605452.98,9165069.51,372334.88,2921327.83,2336754.5700000003,584438.93,134.32999999999998,1,0
01,2015,West,5.640000000000001,828949.1699999999,276235.98000000004,400570.27999999997,906.5299999999999,151236.38,36518.68,114717.70000000001,0.0,0,1
01,2015,WestTexNewMexico,3.27,2793612.27,1809593.73,530363.58,66258.39,387396.57,380342.58999999997,7053.9800000000005,0.0,1,0
01,2015,WestTexNewMexico,6.669999999999999,25876.8,7111.68,10447.15,0.0,8317.97,8260.0,57.97,0.0,0,1
01,2016,Albany,5.95,546259.78,4922.030000000001,457730.56000000006,430.52,83176.67000000001,81045.73999999999,2130.9300000000003,0.0,1,0
01,2016,Albany,8.870000000000001,7131.09,166.43,1428.23,0.0,5536.43,5520.84,15.59,0.0,0,1
01,2016,Atlanta,4.98,2418969.35,1645108.0599999998,291981.19,2328.72,479551.38,274433.38,205107.19999999998,10.8,1,0
01,2016,Atlanta,8.34,31580.059999999998,13255.97,11325.41,0.0,6998.679999999999,3509.39,3489.29,0.0,0,1
01,2016,BaltimoreWashington,5.65,4204725.93,296012.19999999995,2825276.88,128113.25,955323.6000000001,938622.3899999999,16701.21,0.0,1,0
01,2016,BaltimoreWashington,7.57,88306.87000000001,3004.8199999999997,33655.91,1938.07,49708.07,6298.709999999999,43409.36,0.0,0,1
01,2016,Boise,4.46,430562.85000000003,164173.7,35507.58,36552.8,194328.77000000002,191220.16999999998,2647.09,461.51,1,0
01,2016,Boise,6.7,8080.24,103.97,2605.26,0.0,5371.01,1021.8,4349.21,0.0,0,1
01,2016,Boston,5.26,3134507.9000000004,22770.67,2354430.44,118314.6,638992.19,637090.64,1901.55,0.0,1,0
01,2016,Boston,6.6899999999999995,41780.340000000004,100.3,3689.57,1.2,37989.270000000004,37821.69,167.58,0.0,0,1
01,2016,BuffaloRochester,6.64,709353.04,7367.1,294679.28,549.55,406757.11,405672.66,1084.45,0.0,1,0
01,2016,BuffaloRochester,7.75,20430.96,4.75,853.5500000000001,0.0,19572.66,12986.56,6586.1,0.0,0,1
01,2016,California,4.26,32786906.020000003,9060826.09,11893306.469999999,1329204.5999999999,10503568.86,9320957.59,1107330.52,75280.75,1,0
01,2016,California,7.0,695969.8200000001,83334.43,359143.52999999997,124.41,253367.45,161186.65999999997,92180.79,0.0,0,1
01,2016,Charlotte,4.76,1029053.75,143975.55,505714.43,146960.74,232403.03000000003,195691.71000000002,36711.32,0.0,1,0
01,2016,Charlotte,8.979999999999999,19662.31,2218.83,9231.439999999999,3369.5,4842.54,4783.37,59.17,0.0,0,1
01,2016,Chicago,5.25,4200478.09,215766.94,2747495.42,713558.69,523657.04000000004,431386.17,80337.53,11933.34,1,0
01,2016,Chicago,7.99,139687.62999999998,4936.65,133564.31999999998,0.0,1186.6599999999999,1186.6599999999999,0.0,0.0,0,1
01,2016,CincinnatiDayton,4.51,1125625.3,14776.46,731381.13,70181.14,309286.57,87724.85,201162.86000000002,20398.86,1,0
01,2016,CincinnatiDayton,6.77,56973.08,2319.54,38503.23,0.0,16150.31,1741.3299999999997,14408.98,0.0,0,1
01,2016,Columbus,4.72,877882.78,395404.72000000003,186378.6,130590.81000000001,165508.65,112901.67,33384.32,19222.66,1,0
01,2016,Columbus,6.5600000000000005,25754.34,3031.8700000000003,15722.09,3.29,6997.090000000001,1391.6999999999998,5605.39,0.0,0,1
01,2016,DallasFtWorth,4.24,5307272.09,2501886.05,1752658.67,340694.51,712032.8600000001,620345.46,61715.09,29972.31,1,0
01,2016,DallasFtWorth,6.56,66321.84000000001,31688.86,2484.9300000000003,1.42,32146.629999999997,31864.129999999997,282.5,0.0,0,1
01,2016,Denver,3.3800000000000003,5723589.98,572749.16,1970487.92,122012.75,3058340.15,210075.14,2848252.76,12.25,1,0
01,2016,Denver,4.78,216603.49000000002,31594.469999999998,30072.329999999998,200.31,154736.38,33066.02,121670.36,0.0,0,1
01,2016,Detroit,5.05,1966141.37,667166.15,345674.10000000003,543431.7999999999,409869.32,287259.86,26336.729999999996,96272.73000000001,1,0
01,2016,Detroit,7.48,55414.57,12536.0,28672.63,0.0,14205.940000000002,2471.24,11734.7,0.0,0,1
01,2016,GrandRapids,5.21,1035073.48,17406.43,730714.3200000001,52940.98,234011.75,202276.23,14688.919999999998,17046.6,1,0
01,2016,GrandRapids,7.410000000000001,13491.17,7727.19,4134.98,0.0,1629.0,1590.0100000000002,38.99,0.0,0,1
01,2016,GreatLakes,5.02,17680453.04,2443805.43,9455173.7,2229307.77,3552166.1399999997,2438756.69,811033.0999999999,302376.35,1,0
01,2016,GreatLakes,7.139999999999999,478839.75,57599.600000000006,303348.29,30.709999999999997,117861.15,40034.899999999994,77826.25,0.0,0,1
01,2016,HarrisburgScranton,5.58,1246495.72,172762.24,686476.5499999999,1008.3899999999999,386248.54,380566.91000000003,5681.63,0.0,1,0
01,2016,HarrisburgScranton,8.18,36238.29,481.72999999999996,1072.3200000000002,70.73,34613.509999999995,4960.24,29653.270000000004,0.0,0,1
01,2016,HartfordSpringfield,5.9,1667411.29,19354.920000000002,1312441.35,1318.1100000000001,334296.91000000003,323583.8,10708.04,5.07,1,0
01,2016,HartfordSpringfield,10.35,22808.83,854.78,15305.33,40.629999999999995,6608.09,5362.7300000000005,1245.3600000000001,0.0,0,1
01,2016,Houston,4.1,5226871.08,1983259.29,1973865.68,555578.52,714167.5900000001,400450.16000000003,267905.21,45812.219999999994,1,0
01,2016,Houston,6.82,52212.350000000006,27199.25,366.34000000000003,0.0,24646.76,24558.36,88.39999999999999,0.0,0,1
01,2016,Indianapolis,4.83,872958.46,25928.730000000003,513175.0,102141.51000000001,231713.21999999997,111357.12999999999,97692.20999999999,22663.88,1,0
01,2016,Indianapolis,7.06,13079.89,1620.71,6221.85,18.75,5218.580000000001,2304.07,2914.51,0.0,0,1
01,2016,Jacksonville,5.22,791856.34,492683.43999999994,69677.4,1792.01,227703.49,112348.51,115354.98,0.0,1,0
01,2016,Jacksonville,8.47,16875.440000000002,11776.830000000002,499.68,72.25999999999999,4526.67,4526.67,0.0,0.0,0,1
01,2016,LasVegas,4.51,1375518.18,457705.21,516181.62,54787.42,346843.93000000005,213134.13,133709.8,0.0,1,0
01,2016,LasVegas,7.720000000000001,40982.31999999999,8889.35,19273.11,0.0,12819.86,12700.909999999998,118.94999999999999,0.0,0,1
01,2016,LosAngeles,3.64,16463421.54,4548163.13,4150941.43,431863.12,7332453.86,6533096.290000001,726207.62,73149.95,1,0
01,2016,LosAngeles,5.49,367927.67,51385.76000000001,103823.45,80.34,212638.12000000002,140940.3,71697.81999999999,0.0,0,1
01,2016,Louisville,4.48,521932.18,11176.16,327910.43,26161.31,156684.28,65353.759999999995,85234.56999999999,6095.95,1,0
01,2016,Louisville,8.31,6982.2300000000005,162.9,4946.570000000001,0.0,1872.76,410.01,1462.75,0.0,0,1
01,2016,MiamiFtLauderdale,5.37,2739638.3600000003,1824044.03,329364.49,1011.53,585218.3099999999,311823.07,273395.24,0.0,1,0
01,2016,MiamiFtLauderdale,7.210000000000001,27269.670000000002,11821.94,123.82000000000001,0.0,15323.91,11049.96,4273.95,0.0,0,1
01,2016,Midsouth,5.109999999999999,14870876.3,2938921.0900000003,7948872.470000001,708419.85,3274662.89,2846334.8200000003,412339.04000000004,15989.03,1,0
01,2016,Midsouth,7.6,342974.24,15032.390000000001,161327.07,12231.03,154383.75,64774.75,89609.0,0.0,0,1
01,2016,Nashville,4.6499999999999995,920278.8699999999,521849.9,137690.36,36012.95,224725.66,143452.88,81272.77999999998,0.0,1,0
01,2016,Nashville,7.22,28560.62,3644.7799999999997,14641.43,0.0,10274.41,5803.19,4471.22,0.0,0,1
01,2016,NewOrleansMobile,4.42,1336858.12,743762.1600000001,175177.3,2043.56,415875.10000000003,364060.41000000003,51814.69,0.0,1,0
01,2016,NewOrleansMobile,7.289999999999999,15975.19,2968.87,36.050000000000004,0.0,12970.27,12970.27,0.0,0.0,0,1
01,2016,NewYork,5.550000000000001,7703489.39,86527.51999999999,5906305.46,11318.79,1699337.62,1448596.4,250730.22,11.0,1,0
01,2016,NewYork,9.0,129048.37999999999,14480.07,41399.740000000005,8609.93,64558.64,13638.809999999998,50919.83,0.0,0,1
01,2016,Northeast,5.630000000000001,22369041.06,473597.37,16160702.5,292223.08,5442518.11,5076926.36,363637.82,1953.93,1,0
01,2016,Northeast,8.280000000000001,432796.57,23426.96,84855.06999999999,7499.529999999999,317015.01,169361.05,147653.96,0.0,0,1
01,2016,NorthernNewEngland,5.42,2217659.68,13620.44,1703233.95,91649.66,409155.62999999995,407517.11,1638.52,0.0,1,0
01,2016,NorthernNewEngland,8.16,50276.649999999994,50.32,1107.52,0.0,49118.81,49115.479999999996,3.33,0.0,0,1
01,2016,Orlando,5.22,1699543.03,1034668.49,200750.31,1001.2399999999999,463122.99,245601.22999999998,217496.16000000003,25.6,1,0
01,2016,Orlando,8.2,25563.86,15686.34,357.55999999999995,0.0,9519.96,7350.0,2169.9599999999996,0.0,0,1
01,2016,Philadelphia,5.9399999999999995,2245356.58,74454.23,1552683.4200000002,5587.5,612631.4299999999,561203.54,51427.89,0.0,1,0
01,2016,Philadelphia,7.92,53626.32,2224.6299999999997,10384.210000000001,66.25,40951.23,2343.69,38607.53999999999,0.0,0,1
01,2016,PhoenixTucson,3.17,5568645.6899999995,3395576.53,1361978.9200000002,89459.34,721630.9,438919.1599999999,282711.74,0.0,1,0
01,2016,PhoenixTucson,7.56,51916.729999999996,30925.43,7408.4800000000005,0.0,13582.82,13176.779999999999,406.03999999999996,0.0,0,1
01,2016,Pittsburgh,6.139999999999999,480687.96,7210.42,310655.55,7454.28,155367.71,104731.56999999999,50399.47,236.67000000000002,1,0
01,2016,Pittsburgh,6.75,6628.35,1647.3300000000002,345.25000000000006,0.0,4635.77,4113.39,522.38,0.0,0,1
01,2016,Plains,5.35,8450245.239999998,3616029.6100000003,2940314.32,116454.97999999998,1777446.33,1559916.94,204256.30000000002,13273.09,1,0
01,2016,Plains,7.4799999999999995,228759.72999999998,19773.81,81632.03,25161.57,102192.31999999999,50663.18000000001,51529.14,0.0,0,1
01,2016,Portland,4.279999999999999,3564413.7199999997,436986.17000000004,1214462.72,94734.73,1818230.1,1786949.7000000002,27954.96,3325.44,1,0
01,2016,Portland,6.859999999999999,130575.53,7518.88,51008.8,50.06999999999999,71997.78,226.57,71771.20999999999,0.0,0,1
01,2016,RaleighGreensboro,4.83,1343721.05,237132.89999999997,669427.65,139864.58,297295.92000000004,288498.08,8797.84,0.0,1,0
01,2016,RaleighGreensboro,8.08,26533.739999999998,750.43,12424.66,2392.91,10965.74,9095.13,1870.6100000000001,0.0,0,1
01,2016,RichmondNorfolk,4.85,1246646.68,397830.84,562014.74,40708.56999999999,246092.53,242670.43,3422.1000000000004,0.0,1,0
01,2016,RichmondNorfolk,6.999999999999999,26278.34,591.4200000000001,12853.779999999999,1336.33,11496.81,6305.080000000001,5191.7300000000005,0.0,0,1
01,2016,Roanoke,4.84,722514.3899999999,260411.75000000003,261070.39999999997,775.48,200256.76,196075.46000000002,2534.64,1646.6599999999999,1,0
01,2016,Roanoke,6.7700000000000005,26346.07,497.67,13879.059999999998,0.0,11969.34,3543.7699999999995,8425.57,0.0,0,1
01,2016,Sacramento,5.390000000000001,2227159.32,569695.1799999999,1274781.34,84062.97,298619.83,298564.52,49.5,5.8100000000000005,1,0
01,2016,Sacramento,8.54,38852.03999999999,6819.400000000001,30357.309999999998,0.0,1675.33,1675.33,0.0,0.0,0,1
01,2016,SanDiego,3.82,3068038.0100000002,803329.85,950297.39,102908.62,1211502.15,883305.52,328196.63,0.0,1,0
01,2016,SanDiego,6.9,62539.66,7817.46,32453.33,12.78,22256.09,3041.37,19214.72,0.0,0,1
01,2016,SanFrancisco,5.7,4066956.05,841918.52,2609001.36,209103.17,406933.0,404743.63999999996,2031.1999999999998,158.16,1,0
01,2016,SanFrancisco,10.0,103368.62000000001,6229.129999999999,95840.20999999999,0.0,1299.28,935.72,363.56,0.0,0,1
01,2016,Seattle,4.59,3827892.03,688116.59,1209818.56,48736.51,1881220.3699999999,1874396.38,4843.870000000001,1980.12,1,0
01,2016,Seattle,6.96,164544.89,2903.0299999999997,71442.29,95.93,90103.64,4497.38,85606.26000000001,0.0,0,1
01,2016,SouthCarolina,5.02,1558749.81,820941.53,397247.06000000006,49139.67,291421.55,206757.38999999998,84664.16,0.0,1,0
01,2016,SouthCarolina,7.880000000000001,28086.090000000004,4257.31,8314.01,1715.4299999999998,13799.34,13228.84,570.5,0.0,0,1
01,2016,SouthCentral,4.17,26825567.810000002,12228735.25,8674492.42,1765217.9500000002,4157122.1900000004,3290446.49,680077.2200000001,186598.48,1,0
01,2016,SouthCentral,6.85,327183.54000000004,121186.34999999999,26455.81,8.33,179533.05,175629.16,3903.8900000000003,0.0,0,1
01,2016,Southeast,5.0,17540407.52,10332888.56,2611966.2800000003,83629.14,4511923.54,2535043.6999999997,1976801.4000000001,78.44,1,0
01,2016,Southeast,7.829999999999999,252333.22999999998,100718.88,37210.96,2508.07,111895.32,86149.59,25745.730000000003,0.0,0,1
01,2016,Spokane,4.73,502986.88,105812.19,143373.75,17656.7,236144.24,234040.97,1763.42,339.85,1,0
01,2016,Spokane,7.02,14067.53,263.49,6533.35,13.459999999999999,7257.23,0.0,7257.23,0.0,0,1
01,2016,StLouis,5.2700000000000005,986651.1199999999,355482.33,152203.80000000002,113.08000000000001,478851.91000000003,356055.82,122677.32999999999,118.75999999999999,1,0
01,2016,StLouis,4.8500000000000005,48855.58,7688.36,3472.06,10.559999999999999,37684.6,1501.5800000000002,36183.020000000004,0.0,0,1
01,2016,Syracuse,6.59,331467.67,3928.7799999999997,196479.83,101.46,130957.6,130323.63,633.9699999999999,0.0,1,0
